FabGuard-V19.02.00
EXPORTED BIN DATA
Run Path and Name: c:\Inficon\data\009-13-2026\scaleupCCU2026, Position 1, RGA MPH 100 70252106, 009-13-2026 20'23'55.isi
SensorID:  RGA MPH 100 70252106
7 Bins 
50694 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure	28_amu_(Nitrogen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Relay_1_(DO_0)
1410.642	1789303646.174	09/13/2026_20:47:26.174	1	2	4.650617484e-05	8.728022749e-09	4.228208495e-12	1	1	0
1410.722	1789303646.254	09/13/2026_20:47:26.254	1	2	4.654587246e-05	8.687427666e-09	4.098143266e-12	1	1	0
1410.802	1789303646.334	09/13/2026_20:47:26.334	1	2	4.657728277e-05	8.737387702e-09	4.08453436e-12	1	1	0
1410.882	1789303646.414	09/13/2026_20:47:26.414	1	2	4.659109254e-05	8.709924337e-09	4.066196164e-12	1	1	0
1410.961	1789303646.493	09/13/2026_20:47:26.493	1	2	4.661101048e-05	8.709236887e-09	4.065837077e-12	1	1	0
1411.041	1789303646.573	09/13/2026_20:47:26.573	1	2	4.663685831e-05	8.746051883e-09	3.9842964e-12	1	1	0
1411.121	1789303646.653	09/13/2026_20:47:26.653	1	2	4.66463498e-05	8.724037492e-09	3.963266781e-12	1	1	0
1411.201	1789303646.733	09/13/2026_20:47:26.733	1	2	4.664844164e-05	8.723973544e-09	3.988912065e-12	1	1	0
1411.281	1789303646.813	09/13/2026_20:47:26.813	1	2	4.665808956e-05	8.718735067e-09	3.945809391e-12	1	1	0
1411.36	1789303646.892	09/13/2026_20:47:26.892	1	2	4.665720189e-05	8.724559741e-09	3.924143996e-12	1	1	0
1411.44	1789303646.972	09/13/2026_20:47:26.972	1	2	4.66498168e-05	8.755702829e-09	3.904802263e-12	1	1	0
1411.52	1789303647.052	09/13/2026_20:47:27.052	1	2	4.665066081e-05	8.633485038e-09	3.931107176e-12	1	1	0
1411.6	1789303647.132	09/13/2026_20:47:27.132	1	2	4.66464262e-05	8.77142714e-09	3.890842943e-12	1	1	0
1411.68	1789303647.212	09/13/2026_20:47:27.212	1	2	4.663232903e-05	8.772810034e-09	3.862384804e-12	1	1	0
1411.759	1789303647.291	09/13/2026_20:47:27.291	1	2	4.656236706e-05	8.714572175e-09	3.844845883e-12	1	1	0
1411.839	1789303647.371	09/13/2026_20:47:27.371	1	2	4.657625686e-05	8.709037047e-09	3.877991678e-12	1	1	0
1411.919	1789303647.451	09/13/2026_20:47:27.451	1	2	4.656534293e-05	8.727662149e-09	3.836039125e-12	1	1	0
1411.999	1789303647.531	09/13/2026_20:47:27.531	1	2	4.644860019e-05	8.700530962e-09	3.788386271e-12	1	1	0
1412.079	1789303647.611	09/13/2026_20:47:27.611	1	2	4.637701932e-05	8.72354633e-09	3.863501966e-12	1	1	0
1412.158	1789303647.690	09/13/2026_20:47:27.690	1	2	4.643200373e-05	8.770265403e-09	3.774427385e-12	1	1	0
1412.238	1789303647.770	09/13/2026_20:47:27.770	1	2	4.641077612e-05	8.726120271e-09	3.829776773e-12	1	1	0
1412.318	1789303647.850	09/13/2026_20:47:27.850	1	2	4.637737584e-05	8.704732934e-09	3.80717376e-12	1	1	0
1412.398	1789303647.930	09/13/2026_20:47:27.930	1	2	4.638187602e-05	8.70709993e-09	3.799606463e-12	1	1	0
1412.478	1789303648.010	09/13/2026_20:47:28.010	1	2	4.639779945e-05	8.772015114e-09	3.729571339e-12	1	1	0
1412.557	1789303648.089	09/13/2026_20:47:28.089	1	2	4.643786815e-05	8.802078177e-09	3.729530573e-12	1	1	0
1412.637	1789303648.169	09/13/2026_20:47:28.169	1	2	4.649812763e-05	8.726553702e-09	3.830331885e-12	1	1	0
1412.717	1789303648.249	09/13/2026_20:47:28.249	1	2	4.655530211e-05	8.691255715e-09	3.920661972e-12	1	1	0
1412.797	1789303648.329	09/13/2026_20:47:28.329	1	2	4.658714897e-05	8.794909689e-09	4.461724826e-12	1	1	0
1412.877	1789303648.409	09/13/2026_20:47:28.409	1	2	4.660305422e-05	8.717377931e-09	5.593737713e-12	1	1	0
1412.956	1789303648.488	09/13/2026_20:47:28.488	1	2	4.660683408e-05	8.685582031e-09	7.991578753e-12	1	1	0
1413.036	1789303648.568	09/13/2026_20:47:28.568	1	2	4.660466948e-05	8.725185019e-09	1.192574338e-11	1	1	0
1413.116	1789303648.648	09/13/2026_20:47:28.648	1	2	4.658778926e-05	8.726107836e-09	1.78047993e-11	1	1	0
1413.196	1789303648.728	09/13/2026_20:47:28.728	1	2	4.655833618e-05	8.660277828e-09	2.553047704e-11	1	1	0
1413.276	1789303648.808	09/13/2026_20:47:28.808	1	2	4.652734788e-05	8.632889958e-09	3.445614627e-11	1	1	0
1413.355	1789303648.887	09/13/2026_20:47:28.887	1	2	4.646930392e-05	8.653637806e-09	4.471976955e-11	1	1	0
1413.435	1789303648.967	09/13/2026_20:47:28.967	1	2	4.640573025e-05	8.578145305e-09	5.611801301e-11	1	1	0
1413.515	1789303649.047	09/13/2026_20:47:29.047	1	2	4.632258788e-05	8.56951754e-09	6.841362199e-11	1	1	0
1413.595	1789303649.127	09/13/2026_20:47:29.127	1	2	4.622770939e-05	8.553088016e-09	8.088672787e-11	1	1	0
1413.675	1789303649.207	09/13/2026_20:47:29.207	1	2	4.612039993e-05	8.530422591e-09	9.333701173e-11	1	1	0
1413.754	1789303649.286	09/13/2026_20:47:29.286	1	2	4.600314423e-05	8.489593029e-09	1.064922039e-10	1	1	0
1413.834	1789303649.366	09/13/2026_20:47:29.366	1	2	4.590435856e-05	8.419771547e-09	1.186602483e-10	1	1	0
1413.914	1789303649.446	09/13/2026_20:47:29.446	1	2	4.576232459e-05	8.392793127e-09	1.31290423e-10	1	1	0
1413.994	1789303649.526	09/13/2026_20:47:29.526	1	2	4.553466715e-05	8.382055938e-09	1.459302401e-10	1	1	0
1414.074	1789303649.606	09/13/2026_20:47:29.606	1	2	4.53304383e-05	8.345340419e-09	1.58366778e-10	1	1	0
1414.153	1789303649.685	09/13/2026_20:47:29.685	1	2	4.513927342e-05	8.353998382e-09	1.703804042e-10	1	1	0
1414.233	1789303649.765	09/13/2026_20:47:29.765	1	2	4.495299072e-05	8.295129916e-09	1.836453628e-10	1	1	0
1414.313	1789303649.845	09/13/2026_20:47:29.845	1	2	4.482992153e-05	8.310922617e-09	1.985712011e-10	1	1	0
1414.393	1789303649.925	09/13/2026_20:47:29.925	1	2	4.469756459e-05	8.286480835e-09	2.131776006e-10	1	1	0
1414.473	1789303650.005	09/13/2026_20:47:30.005	1	2	4.45509977e-05	8.271546115e-09	2.260337612e-10	1	1	0
1414.552	1789303650.084	09/13/2026_20:47:30.084	1	2	4.435614392e-05	8.259471329e-09	2.40765019e-10	1	1	0
1414.632	1789303650.164	09/13/2026_20:47:30.164	1	2	4.409075336e-05	8.174727562e-09	2.562687007e-10	1	1	0
1414.712	1789303650.244	09/13/2026_20:47:30.244	1	2	4.380310565e-05	8.163042686e-09	2.699973578e-10	1	1	0
1414.792	1789303650.324	09/13/2026_20:47:30.324	1	2	4.347162758e-05	8.184859013e-09	2.863987658e-10	1	1	0
1414.872	1789303650.404	09/13/2026_20:47:30.404	1	2	4.31433873e-05	8.126153084e-09	3.031585261e-10	1	1	0
1414.951	1789303650.483	09/13/2026_20:47:30.483	1	2	4.278935376e-05	8.131058493e-09	3.191674702e-10	1	1	0
1415.031	1789303650.563	09/13/2026_20:47:30.563	1	2	4.250747224e-05	8.139465102e-09	3.344417798e-10	1	1	0
1415.111	1789303650.643	09/13/2026_20:47:30.643	1	2	4.215129957e-05	8.160206733e-09	3.510577107e-10	1	1	0
1415.191	1789303650.723	09/13/2026_20:47:30.723	1	2	4.188139428e-05	8.054103162e-09	3.693968742e-10	1	1	0
1415.271	1789303650.803	09/13/2026_20:47:30.803	1	2	4.162375626e-05	8.068891333e-09	3.849657537e-10	1	1	0
1415.35	1789303650.882	09/13/2026_20:47:30.882	1	2	4.136857751e-05	8.117464034e-09	4.000511034e-10	1	1	0
1415.43	1789303650.962	09/13/2026_20:47:30.962	1	2	4.10869543e-05	8.096055382e-09	4.192093062e-10	1	1	0
1415.51	1789303651.042	09/13/2026_20:47:31.042	1	2	4.082598025e-05	8.037704724e-09	4.366864648e-10	1	1	0
1415.59	1789303651.122	09/13/2026_20:47:31.122	1	2	4.05867504e-05	8.094787951e-09	4.496847061e-10	1	1	0
1415.67	1789303651.202	09/13/2026_20:47:31.202	1	2	4.035561869e-05	8.088402836e-09	4.683743393e-10	1	1	0
1415.749	1789303651.281	09/13/2026_20:47:31.281	1	2	4.015129525e-05	8.031570076e-09	4.853193403e-10	1	1	0
1415.829	1789303651.361	09/13/2026_20:47:31.361	1	2	3.997329623e-05	8.029157783e-09	4.997339209e-10	1	1	0
1415.909	1789303651.441	09/13/2026_20:47:31.441	1	2	3.980685869e-05	8.071805446e-09	5.127473446e-10	1	1	0
1415.989	1789303651.521	09/13/2026_20:47:31.521	1	2	3.965690848e-05	8.051084244e-09	5.321743601e-10	1	1	0
1416.069	1789303651.601	09/13/2026_20:47:31.601	1	2	3.952957923e-05	7.986245443e-09	5.450109808e-10	1	1	0
1416.148	1789303651.680	09/13/2026_20:47:31.680	1	2	3.943180491e-05	8.052658096e-09	5.53059043e-10	1	1	0
1416.228	1789303651.760	09/13/2026_20:47:31.760	1	2	3.9336388e-05	8.027049248e-09	5.678626458e-10	1	1	0
1416.308	1789303651.840	09/13/2026_20:47:31.840	1	2	3.924188786e-05	8.058854917e-09	5.774082323e-10	1	1	0
1416.388	1789303651.920	09/13/2026_20:47:31.920	1	2	3.919125083e-05	8.049299005e-09	5.863557417e-10	1	1	0
1416.468	1789303652.000	09/13/2026_20:47:32.000	1	2	3.912972534e-05	8.026397325e-09	5.908022405e-10	1	1	0
1416.547	1789303652.079	09/13/2026_20:47:32.079	1	2	3.907511564e-05	8.064644952e-09	5.994663654e-10	1	1	0
1416.627	1789303652.159	09/13/2026_20:47:32.159	1	2	3.902827666e-05	8.028044007e-09	6.048945234e-10	1	1	0
1416.707	1789303652.239	09/13/2026_20:47:32.239	1	2	3.899283183e-05	8.032865928e-09	6.068359704e-10	1	1	0
1416.787	1789303652.319	09/13/2026_20:47:32.319	1	2	3.898144132e-05	8.080861313e-09	6.134882047e-10	1	1	0
1416.867	1789303652.399	09/13/2026_20:47:32.399	1	2	3.895800546e-05	8.077112312e-09	6.191384072e-10	1	1	0
1416.946	1789303652.478	09/13/2026_20:47:32.478	1	2	3.881210432e-05	8.069290125e-09	6.220581272e-10	1	1	0
1417.026	1789303652.558	09/13/2026_20:47:32.558	1	2	3.873975584e-05	8.120965234e-09	6.195839397e-10	1	1	0
1417.106	1789303652.638	09/13/2026_20:47:32.638	1	2	3.872092202e-05	8.063268275e-09	6.242945605e-10	1	1	0
1417.186	1789303652.718	09/13/2026_20:47:32.718	1	2	3.873603418e-05	8.042722044e-09	6.278673692e-10	1	1	0
1417.266	1789303652.798	09/13/2026_20:47:32.798	1	2	3.871515219e-05	8.029492626e-09	6.321945745e-10	1	1	0
1417.345	1789303652.877	09/13/2026_20:47:32.877	1	2	3.867985288e-05	8.071914692e-09	6.408874542e-10	1	1	0
1417.425	1789303652.957	09/13/2026_20:47:32.957	1	2	3.864430983e-05	8.06667444e-09	6.486267079e-10	1	1	0
1417.505	1789303653.037	09/13/2026_20:47:33.037	1	2	3.861809455e-05	8.02236233e-09	6.575363032e-10	1	1	0
1417.585	1789303653.117	09/13/2026_20:47:33.117	1	2	3.858033961e-05	8.036846744e-09	6.603026459e-10	1	1	0
1417.665	1789303653.197	09/13/2026_20:47:33.197	1	2	3.853355884e-05	8.062562173e-09	6.665670793e-10	1	1	0
1417.744	1789303653.276	09/13/2026_20:47:33.276	1	2	3.850203575e-05	8.046819211e-09	6.783201223e-10	1	1	0
1417.824	1789303653.356	09/13/2026_20:47:33.356	1	2	3.847718472e-05	8.048033351e-09	6.785552675e-10	1	1	0
1417.904	1789303653.436	09/13/2026_20:47:33.436	1	2	3.84515406e-05	8.055430101e-09	6.868005609e-10	1	1	0
1417.984	1789303653.516	09/13/2026_20:47:33.516	1	2	3.846056643e-05	7.989876316e-09	6.923954188e-10	1	1	0
1418.064	1789303653.596	09/13/2026_20:47:33.596	1	2	3.841534635e-05	8.02010014e-09	6.962985188e-10	1	1	0
1418.143	1789303653.675	09/13/2026_20:47:33.675	1	2	3.837266922e-05	7.998989915e-09	7.017345038e-10	1	1	0
1418.223	1789303653.755	09/13/2026_20:47:33.755	1	2	3.836193719e-05	8.02425415e-09	7.06225356e-10	1	1	0
1418.303	1789303653.835	09/13/2026_20:47:33.835	1	2	3.838790872e-05	7.996294293e-09	7.151065295e-10	1	1	0
1418.383	1789303653.915	09/13/2026_20:47:33.915	1	2	3.845621904e-05	7.95910271e-09	7.201859109e-10	1	1	0
1418.463	1789303653.995	09/13/2026_20:47:33.995	1	2	3.851106158e-05	7.967844162e-09	7.205170904e-10	1	1	0
1418.542	1789303654.074	09/13/2026_20:47:34.074	1	2	3.856470721e-05	7.997233098e-09	7.256144574e-10	1	1	0
1418.622	1789303654.154	09/13/2026_20:47:34.154	1	2	3.86050815e-05	7.930099244e-09	7.327570217e-10	1	1	0
1418.702	1789303654.234	09/13/2026_20:47:34.234	1	2	3.864603059e-05	7.979155114e-09	7.335081986e-10	1	1	0
1418.782	1789303654.314	09/13/2026_20:47:34.314	1	2	3.866941188e-05	8.00495048e-09	7.373591737e-10	1	1	0
1418.862	1789303654.394	09/13/2026_20:47:34.394	1	2	3.868020576e-05	7.998389506e-09	7.432930382e-10	1	1	0
1418.941	1789303654.473	09/13/2026_20:47:34.473	1	2	3.869565626e-05	7.977023486e-09	7.462511165e-10	1	1	0
1419.021	1789303654.553	09/13/2026_20:47:34.553	1	2	3.869359352e-05	7.958633752e-09	7.536979374e-10	1	1	0
1419.101	1789303654.633	09/13/2026_20:47:34.633	1	2	3.86943866e-05	7.915124556e-09	7.586578032e-10	1	1	0
1419.181	1789303654.713	09/13/2026_20:47:34.713	1	2	3.8699367e-05	7.952259296e-09	7.661665191e-10	1	1	0
1419.261	1789303654.793	09/13/2026_20:47:34.793	1	2	3.87018481e-05	7.959242154e-09	7.679501479e-10	1	1	0
1419.34	1789303654.872	09/13/2026_20:47:34.872	1	2	3.870004002e-05	7.945875069e-09	7.746422392e-10	1	1	0
1419.42	1789303654.952	09/13/2026_20:47:34.952	1	2	3.869949796e-05	7.934207957e-09	7.840275096e-10	1	1	0
1419.5	1789303655.032	09/13/2026_20:47:35.032	1	2	3.859790741e-05	7.932734469e-09	7.903556143e-10	1	1	0
1419.58	1789303655.112	09/13/2026_20:47:35.112	1	2	3.848894266e-05	7.917590139e-09	7.94986299e-10	1	1	0
1419.66	1789303655.192	09/13/2026_20:47:35.192	1	2	3.842756996e-05	7.948063541e-09	8.051926903e-10	1	1	0
1419.739	1789303655.271	09/13/2026_20:47:35.271	1	2	3.841747457e-05	7.857736684e-09	8.140290664e-10	1	1	0
1419.819	1789303655.351	09/13/2026_20:47:35.351	1	2	3.841974103e-05	7.954204406e-09	8.214028346e-10	1	1	0
1419.899	1789303655.431	09/13/2026_20:47:35.431	1	2	3.844510502e-05	7.928854018e-09	8.27527602e-10	1	1	0
1419.979	1789303655.511	09/13/2026_20:47:35.511	1	2	3.851440852e-05	7.889412679e-09	8.374176907e-10	1	1	0
1420.059	1789303655.591	09/13/2026_20:47:35.591	1	2	3.858351556e-05	7.85884513e-09	8.446424116e-10	1	1	0
1420.138	1789303655.670	09/13/2026_20:47:35.670	1	2	3.858104174e-05	7.874691121e-09	8.525463668e-10	1	1	0
1420.218	1789303655.750	09/13/2026_20:47:35.750	1	2	3.855468822e-05	7.933651958e-09	8.656616535e-10	1	1	0
1420.298	1789303655.830	09/13/2026_20:47:35.830	1	2	3.854855095e-05	7.824039194e-09	8.804111329e-10	1	1	0
1420.378	1789303655.910	09/13/2026_20:47:35.910	1	2	3.854998431e-05	7.814316305e-09	8.874478929e-10	1	1	0
1420.458	1789303655.990	09/13/2026_20:47:35.990	1	2	3.856165495e-05	7.860557538e-09	8.960149289e-10	1	1	0
1420.537	1789303656.069	09/13/2026_20:47:36.069	1	2	3.847813787e-05	7.813080849e-09	9.10717779e-10	1	1	0
1420.617	1789303656.149	09/13/2026_20:47:36.149	1	2	3.858875425e-05	7.806647773e-09	9.204754736e-10	1	1	0
1420.697	1789303656.229	09/13/2026_20:47:36.229	1	2	3.867670239e-05	7.808362845e-09	9.279642055e-10	1	1	0
1420.777	1789303656.309	09/13/2026_20:47:36.309	1	2	3.873360765e-05	7.825389226e-09	9.370408893e-10	1	1	0
1420.857	1789303656.389	09/13/2026_20:47:36.389	1	2	3.876953997e-05	7.755292408e-09	9.54940016e-10	1	1	0
1420.936	1789303656.468	09/13/2026_20:47:36.468	1	2	3.88313274e-05	7.760795562e-09	9.629159692e-10	1	1	0
1421.016	1789303656.548	09/13/2026_20:47:36.548	1	2	3.886925333e-05	7.816685965e-09	9.679721469e-10	1	1	0
1421.096	1789303656.628	09/13/2026_20:47:36.628	1	2	3.888429637e-05	7.816440828e-09	9.778235999e-10	1	1	0
1421.176	1789303656.708	09/13/2026_20:47:36.708	1	2	3.891367669e-05	7.716803196e-09	9.918357247e-10	1	1	0
1421.256	1789303656.788	09/13/2026_20:47:36.788	1	2	3.895129703e-05	7.766968402e-09	1.002328998e-09	1	1	0
1421.335	1789303656.867	09/13/2026_20:47:36.867	1	2	3.896600901e-05	7.764859866e-09	1.007785078e-09	1	1	0
1421.415	1789303656.947	09/13/2026_20:47:36.947	1	2	3.899035801e-05	7.741100205e-09	1.022882556e-09	1	1	0
1421.495	1789303657.027	09/13/2026_20:47:37.027	1	2	3.899850708e-05	7.70096964e-09	1.028361729e-09	1	1	0
1421.575	1789303657.107	09/13/2026_20:47:37.107	1	2	3.900971569e-05	7.73173614e-09	1.040389108e-09	1	1	0
1421.655	1789303657.187	09/13/2026_20:47:37.187	1	2	3.900453885e-05	7.730365681e-09	1.046072229e-09	1	1	0
1421.734	1789303657.266	09/13/2026_20:47:37.266	1	2	3.890106382e-05	7.638640831e-09	1.061977173e-09	1	1	0
1421.814	1789303657.346	09/13/2026_20:47:37.346	1	2	3.886524064e-05	7.646904443e-09	1.068817701e-09	1	1	0
1421.894	1789303657.426	09/13/2026_20:47:37.426	1	2	3.880971053e-05	7.703532923e-09	1.081743917e-09	1	1	0
1421.974	1789303657.506	09/13/2026_20:47:37.506	1	2	3.880296572e-05	7.67210917e-09	1.0926825e-09	1	1	0
1422.054	1789303657.586	09/13/2026_20:47:37.586	1	2	3.876686969e-05	7.613041753e-09	1.104511371e-09	1	1	0
1422.133	1789303657.665	09/13/2026_20:47:37.665	1	2	3.872966772e-05	7.6924902e-09	1.110196823e-09	1	1	0
1422.213	1789303657.745	09/13/2026_20:47:37.745	1	2	3.875211769e-05	7.640752031e-09	1.119129345e-09	1	1	0
1422.293	1789303657.825	09/13/2026_20:47:37.825	1	2	3.880445001e-05	7.590974072e-09	1.130186056e-09	1	1	0
1422.373	1789303657.905	09/13/2026_20:47:37.905	1	2	3.888783249e-05	7.600255536e-09	1.139257688e-09	1	1	0
1422.453	1789303657.985	09/13/2026_20:47:37.985	1	2	3.895986083e-05	7.631835608e-09	1.148079964e-09	1	1	0
1422.532	1789303658.064	09/13/2026_20:47:38.064	1	2	3.903774632e-05	7.544526781e-09	1.161118979e-09	1	1	0
1422.612	1789303658.144	09/13/2026_20:47:38.144	1	2	3.910662053e-05	7.578450756e-09	1.166589936e-09	1	1	0
1422.692	1789303658.224	09/13/2026_20:47:38.224	1	2	3.916040441e-05	7.626961285e-09	1.172918651e-09	1	1	0
1422.772	1789303658.304	09/13/2026_20:47:38.304	1	2	3.91931826e-05	7.586381301e-09	1.182501763e-09	1	1	0
1422.852	1789303658.384	09/13/2026_20:47:38.384	1	2	3.920841846e-05	7.537566127e-09	1.196473587e-09	1	1	0
1422.931	1789303658.463	09/13/2026_20:47:38.463	1	2	3.922898759e-05	7.516160139e-09	1.202139943e-09	1	1	0
1423.011	1789303658.543	09/13/2026_20:47:38.543	1	2	3.923535405e-05	7.536362645e-09	1.202968392e-09	1	1	0
1423.091	1789303658.623	09/13/2026_20:47:38.623	1	2	3.923761324e-05	7.537324542e-09	1.220702428e-09	1	1	0
1423.171	1789303658.703	09/13/2026_20:47:38.703	1	2	3.925343481e-05	7.553257575e-09	1.22718391e-09	1	1	0
1423.251	1789303658.783	09/13/2026_20:47:38.783	1	2	3.927478247e-05	7.524722179e-09	1.229195856e-09	1	1	0
1423.33	1789303658.862	09/13/2026_20:47:38.862	1	2	3.927735088e-05	7.553394354e-09	1.236088676e-09	1	1	0
1423.41	1789303658.942	09/13/2026_20:47:38.942	1	2	3.929961895e-05	7.429819426e-09	1.248076975e-09	1	1	0
1423.49	1789303659.022	09/13/2026_20:47:39.022	1	2	3.932393884e-05	7.485947862e-09	1.255139215e-09	1	1	0
1423.57	1789303659.102	09/13/2026_20:47:39.102	1	2	3.932519394e-05	7.529934898e-09	1.257073223e-09	1	1	0
1423.65	1789303659.182	09/13/2026_20:47:39.182	1	2	3.932229447e-05	7.46196438e-09	1.262675187e-09	1	1	0
1423.729	1789303659.261	09/13/2026_20:47:39.261	1	2	3.931621904e-05	7.439536986e-09	1.272328243e-09	1	1	0
1423.809	1789303659.341	09/13/2026_20:47:39.341	1	2	3.931767424e-05	7.487929388e-09	1.272081107e-09	1	1	0
1423.889	1789303659.421	09/13/2026_20:47:39.421	1	2	3.926832869e-05	7.522120704e-09	1.278959716e-09	1	1	0
1423.969	1789303659.501	09/13/2026_20:47:39.501	1	2	3.917224967e-05	7.454800333e-09	1.283334883e-09	1	1	0
1424.049	1789303659.581	09/13/2026_20:47:39.581	1	2	3.91069043e-05	7.474790564e-09	1.280548445e-09	1	1	0
1424.128	1789303659.660	09/13/2026_20:47:39.660	1	2	3.903255129e-05	7.49424256e-09	1.274294004e-09	1	1	0
1424.208	1789303659.740	09/13/2026_20:47:39.740	1	2	3.905568883e-05	7.479782127e-09	1.2740069e-09	1	1	0
1424.288	1789303659.820	09/13/2026_20:47:39.820	1	2	3.909695806e-05	7.400294155e-09	1.266180161e-09	1	1	0
1424.368	1789303659.900	09/13/2026_20:47:39.900	1	2	3.911777458e-05	7.514705302e-09	1.256303284e-09	1	1	0
1424.448	1789303659.980	09/13/2026_20:47:39.980	1	2	3.913285764e-05	7.516606004e-09	1.239773839e-09	1	1	0
1424.527	1789303660.059	09/13/2026_20:47:40.059	1	2	3.914038462e-05	7.469635577e-09	1.229762292e-09	1	1	0
1424.607	1789303660.139	09/13/2026_20:47:40.139	1	2	3.909515362e-05	7.54998819e-09	1.209600531e-09	1	1	0
1424.687	1789303660.219	09/13/2026_20:47:40.219	1	2	3.904102414e-05	7.560079673e-09	1.185567755e-09	1	1	0
1424.767	1789303660.299	09/13/2026_20:47:40.299	1	2	3.896837006e-05	7.595259532e-09	1.165871732e-09	1	1	0
1424.847	1789303660.379	09/13/2026_20:47:40.379	1	2	3.892000677e-05	7.548655923e-09	1.144982553e-09	1	1	0
1424.926	1789303660.458	09/13/2026_20:47:40.458	1	2	3.887524872e-05	7.678904623e-09	1.113505843e-09	1	1	0
1425.006	1789303660.538	09/13/2026_20:47:40.538	1	2	3.882047167e-05	7.671230762e-09	1.093242941e-09	1	1	0
1425.086	1789303660.618	09/13/2026_20:47:40.618	1	2	3.884306716e-05	7.720993622e-09	1.068916067e-09	1	1	0
1425.166	1789303660.698	09/13/2026_20:47:40.698	1	2	3.885989645e-05	7.733153673e-09	1.041162268e-09	1	1	0
1425.246	1789303660.778	09/13/2026_20:47:40.778	1	2	3.889389336e-05	7.758359288e-09	1.012477879e-09	1	1	0
1425.325	1789303660.857	09/13/2026_20:47:40.857	1	2	3.889001164e-05	7.794577428e-09	9.908905918e-10	1	1	0
1425.405	1789303660.937	09/13/2026_20:47:40.937	1	2	3.88967419e-05	7.724281659e-09	9.681930813e-10	1	1	0
1425.485	1789303661.017	09/13/2026_20:47:41.017	1	2	3.888706487e-05	7.797103407e-09	9.347629337e-10	1	1	0
1425.565	1789303661.097	09/13/2026_20:47:41.097	1	2	3.884826219e-05	7.832799298e-09	9.077341656e-10	1	1	0
1425.645	1789303661.177	09/13/2026_20:47:41.177	1	2	3.880243457e-05	7.844121797e-09	8.908382365e-10	1	1	0
1425.724	1789303661.256	09/13/2026_20:47:41.256	1	2	3.876688061e-05	7.890951892e-09	8.667183082e-10	1	1	0
1425.804	1789303661.336	09/13/2026_20:47:41.336	1	2	3.871913577e-05	7.926900913e-09	8.405808272e-10	1	1	0
1425.884	1789303661.416	09/13/2026_20:47:41.416	1	2	3.866641782e-05	7.952850822e-09	8.273486896e-10	1	1	0
1425.964	1789303661.496	09/13/2026_20:47:41.496	1	2	3.862039739e-05	7.912487554e-09	8.081620373e-10	1	1	0
1426.044	1789303661.576	09/13/2026_20:47:41.576	1	2	3.858718264e-05	7.97135602e-09	7.876560515e-10	1	1	0
1426.123	1789303661.655	09/13/2026_20:47:41.655	1	2	3.853988164e-05	8.034409582e-09	7.701490001e-10	1	1	0
1426.203	1789303661.735	09/13/2026_20:47:41.735	1	2	3.849766654e-05	7.949441105e-09	7.640263977e-10	1	1	0
1426.283	1789303661.815	09/13/2026_20:47:41.815	1	2	3.847089101e-05	7.965365256e-09	7.484287634e-10	1	1	0
1426.363	1789303661.895	09/13/2026_20:47:41.895	1	2	3.844552339e-05	8.051223688e-09	7.327471407e-10	1	1	0
1426.443	1789303661.975	09/13/2026_20:47:41.975	1	2	3.840946374e-05	8.028694154e-09	7.235611554e-10	1	1	0
1426.522	1789303662.054	09/13/2026_20:47:42.054	1	2	3.838069824e-05	8.019513942e-09	7.094542731e-10	1	1	0
1426.602	1789303662.134	09/13/2026_20:47:42.134	1	2	3.835154348e-05	8.13229839e-09	6.982629475e-10	1	1	0
1426.682	1789303662.214	09/13/2026_20:47:42.214	1	2	3.833686424e-05	8.058815837e-09	6.849523726e-10	1	1	0
1426.762	1789303662.294	09/13/2026_20:47:42.294	1	2	3.831706999e-05	8.088663961e-09	6.790675244e-10	1	1	0
1426.842	1789303662.374	09/13/2026_20:47:42.374	1	2	3.831405775e-05	8.073980595e-09	6.669740316e-10	1	1	0
1426.921	1789303662.453	09/13/2026_20:47:42.453	1	2	3.828506669e-05	8.148351327e-09	6.513359851e-10	1	1	0
1427.001	1789303662.533	09/13/2026_20:47:42.533	1	2	3.824817031e-05	8.129733331e-09	6.390936114e-10	1	1	0
1427.081	1789303662.613	09/13/2026_20:47:42.613	1	2	3.822228609e-05	8.138887786e-09	6.285347798e-10	1	1	0
1427.161	1789303662.693	09/13/2026_20:47:42.693	1	2	3.809972986e-05	8.150670361e-09	6.14761575e-10	1	1	0
1427.241	1789303662.773	09/13/2026_20:47:42.773	1	2	3.798498437e-05	8.21998114e-09	5.997209951e-10	1	1	0
1427.32	1789303662.852	09/13/2026_20:47:42.852	1	2	3.79687699e-05	8.166817445e-09	5.896199085e-10	1	1	0
1427.4	1789303662.932	09/13/2026_20:47:42.932	1	2	3.793880023e-05	8.144978914e-09	5.774307699e-10	1	1	0
1427.48	1789303663.012	09/13/2026_20:47:43.012	1	2	3.790826304e-05	8.165365273e-09	5.576817896e-10	1	1	0
1427.56	1789303663.092	09/13/2026_20:47:43.092	1	2	3.788285903e-05	8.264503748e-09	5.447739482e-10	1	1	0
1427.64	1789303663.172	09/13/2026_20:47:43.172	1	2	3.783828288e-05	8.228838055e-09	5.347109977e-10	1	1	0
